customerID,tenure,MonthlyCharges,Contract,InternetService,Churn,NumServices,ContractMonths,uplift_X_T_MonthToMonth,Churn_Probability,Risk_Level,segment
4193-IBKSW,72,24.75,Two year,No,0,0,24,0.3087056166015536,0.6425588859870702,High,Persuadable
5377-NDTOU,71,91.05,Two year,DSL,0,6,24,-0.068941026666363,0.1740235856804688,Low,Sleeping Dog
5922-ABDVO,19,89.65,Month-to-month,Fiber optic,1,2,1,-0.1461505384888911,0.0034167272794683474,Low,Sleeping Dog
2474-LCNUE,23,73.65,Month-to-month,DSL,0,3,1,-0.1538983281528827,0.08872811722432943,Low,Sleeping Dog
0839-QNXME,30,19.4,Two year,No,0,0,24,0.2658239439832097,0.6451528222960256,High,Persuadable
3506-OVLKD,35,26.2,One year,No,0,0,12,0.3248477833408759,0.08684127256261277,Low,Sure Thing
9172-ANCRX,10,98.7,Month-to-month,Fiber optic,1,3,1,0.0237082528071808,0.5433846639469363,Medium,Persuadable
6650-VJONK,1,43.85,Month-to-month,DSL,0,0,1,-0.0952479271784788,0.10262147834981343,Low,Sleeping Dog
2178-PMGCJ,22,69.7,Month-to-month,Fiber optic,0,0,1,-0.1306816109971515,0.02785787899342261,Low,Sleeping Dog
7492-TAFJD,7,38.55,Two year,DSL,0,3,24,-0.1203680629181135,0.0013825637963133647,Low,Sleeping Dog
2773-MADBQ,36,53.1,Two year,DSL,0,5,24,-0.0207796884077924,0.7014746103560902,High,Lost Cause
6016-LVTJQ,34,20.65,Month-to-month,No,0,0,1,0.3248477833408759,0.5943828802639599,Medium,Persuadable
7860-KSUGX,72,64.45,Two year,DSL,0,3,24,-0.0019232938436765,0.5247617402663297,Medium,Lost Cause
8966-KZXXA,36,25.1,Two year,No,0,0,24,0.3248477833408759,0.3414079512901165,Medium,Persuadable
6910-HADCM,1,76.35,Month-to-month,Fiber optic,1,1,1,-0.3364827905478125,0.005672698415736657,Low,Sleeping Dog
4816-LXZYW,23,79.15,Month-to-month,Fiber optic,1,1,1,-0.1760468981216644,0.16667119911015335,Low,Sleeping Dog
9606-PBKBQ,32,85.0,Month-to-month,Fiber optic,1,1,1,-0.1822878919884275,0.10775296700384714,Low,Sleeping Dog
5149-QYTTU,71,95.15,One year,Fiber optic,0,4,12,-0.0764401780146391,0.009523725259726619,Low,Sleeping Dog
2070-XYMFH,23,79.35,Month-to-month,Fiber optic,0,1,1,-0.1760468981216644,0.01171671755515607,Low,Sleeping Dog
2085-BOJKI,17,96.65,One year,Fiber optic,0,3,12,-0.1536496898371672,0.8899846056844442,High,Lost Cause
0817-HSUSE,1,75.5,Month-to-month,DSL,0,4,1,-0.7112487026152903,0.16673958202360575,Low,Sleeping Dog
5442-PPTJY,12,19.7,Two year,No,0,0,24,0.2971134563466525,0.321437340544211,Medium,Persuadable
1927-QEWMY,72,20.5,Two year,No,0,0,24,0.3087056166015536,0.011255350760836296,Low,Sure Thing
1663-MHLHE,1,19.2,Month-to-month,No,0,0,1,0.2947389798899313,0.7754908373118533,High,Persuadable
5663-QBGIS,72,98.35,Two year,Fiber optic,0,3,24,-0.0844929498556276,0.7517575626372875,High,Lost Cause
4450-MDZFX,60,74.35,Month-to-month,Fiber optic,0,0,1,-0.1220063642123039,0.06761158542372599,Low,Sleeping Dog
6701-DHKWQ,61,51.35,Two year,DSL,0,4,24,-0.0353140707622275,0.011848853045028447,Low,Sleeping Dog
7554-AKDQF,6,45.65,Month-to-month,DSL,0,0,1,-0.0787174189653582,0.01276404242882468,Low,Sleeping Dog
3536-IQCTX,32,85.3,Month-to-month,Fiber optic,1,1,1,-0.174563831575506,0.5168352091613698,Medium,Lost Cause
4911-BANWH,31,86.55,Month-to-month,Fiber optic,1,1,1,-0.0829015896077713,0.21291006501798704,Low,Sleeping Dog
8496-EJAUI,19,73.85,Month-to-month,Fiber optic,1,1,1,-0.1504588367617573,0.08577738756494156,Low,Sleeping Dog
0794-YVSGE,72,20.3,Two year,No,0,0,24,0.2946314954342693,0.015175309381819583,Low,Sure Thing
5423-BHIXO,32,54.2,Month-to-month,DSL,0,1,1,-0.0207796884077924,0.0023109977629096313,Low,Sleeping Dog
6908-VVYHM,65,90.65,Month-to-month,Fiber optic,0,2,1,-0.1328892896999479,0.02750843434610695,Low,Sleeping Dog
2959-EEXWB,45,50.9,Month-to-month,DSL,0,3,1,-0.0207796884077924,0.003078619858870315,Low,Sleeping Dog
1839-UMACK,42,25.05,One year,No,0,0,12,0.3248477833408759,0.7408309485829249,High,Persuadable
3030-YDNRM,8,74.85,Month-to-month,Fiber optic,0,0,1,-0.188895097959676,0.8420522044571159,High,Lost Cause
7321-KKSDU,32,20.5,Two year,No,0,0,24,0.3248477833408759,0.4431311138135879,Medium,Persuadable
3402-XRIUO,22,63.55,Month-to-month,DSL,0,3,1,-0.0389438163164828,0.8654656578747243,High,Lost Cause
3132-TVFDZ,57,44.85,Month-to-month,DSL,1,2,1,-0.0996690340579972,0.7226875504259515,High,Lost Cause
8286-AFUYI,1,47.95,Month-to-month,DSL,0,1,1,-0.1340528840520785,0.3428187285139404,Medium,Lost Cause
8080-DDEMJ,1,45.1,Month-to-month,DSL,1,0,1,-0.1340528840520785,0.4541461319279632,Medium,Lost Cause
8356-WUAOJ,1,45.0,Month-to-month,DSL,0,0,1,-0.1340528840520785,0.7530003620918763,High,Lost Cause
6365-MTGZX,24,96.0,Month-to-month,Fiber optic,1,3,1,-0.1818264544050471,0.0029990422848106923,Low,Sleeping Dog
1349-WXNGG,1,20.05,Month-to-month,No,1,0,1,0.278060819952042,0.4588397477968003,Medium,Persuadable
8058-DMYRU,54,90.05,Month-to-month,Fiber optic,0,2,1,-0.1724720328848779,0.2611444297905534,Low,Sleeping Dog
9350-ZXYJC,4,25.3,Two year,No,0,0,24,0.2934797071108728,0.3496821720099735,Medium,Persuadable
6990-YNRIO,65,108.65,Two year,Fiber optic,1,5,24,0.0377385481177483,0.1594873058047575,Low,Sure Thing
8958-JPTRR,56,24.3,One year,No,0,0,12,0.3014756659550562,0.12655832725718366,Low,Sure Thing
6959-GQEGV,45,75.95,Month-to-month,DSL,0,4,1,-0.155834453108037,0.010100374001177283,Low,Sleeping Dog
3173-WSSUE,71,19.7,Two year,No,0,0,24,0.3059406368399833,0.032295750851830916,Low,Sure Thing
1265-HVPZB,59,66.4,One year,DSL,0,4,12,-0.0338416398347883,0.007114400677364528,Low,Sleeping Dog
4115-UMJFQ,69,35.75,One year,DSL,0,2,12,-0.0814171525330848,0.0054090846826202466,Low,Sleeping Dog
7369-TRPFD,19,18.8,One year,No,0,0,12,0.3106788684889788,0.8006792647718388,High,Persuadable
1098-KFQEC,55,19.4,Two year,No,0,0,24,0.2874015447877719,0.07639133149000411,Low,Sure Thing
7190-XHTWJ,38,19.3,One year,No,0,0,12,0.3107736621735916,0.02734047832345274,Low,Sure Thing
0621-TWIEM,10,45.55,Month-to-month,DSL,1,0,1,-0.0787174189653582,0.0900400640080381,Low,Sleeping Dog
3537-RYBHH,47,67.45,Month-to-month,DSL,0,3,1,-0.0618258193213441,0.2144321838756106,Low,Sleeping Dog
2485-ITVKB,2,35.1,Month-to-month,DSL,1,1,1,-0.1264365802249314,0.898639217432882,High,Lost Cause
3669-OYSJI,1,46.2,Month-to-month,DSL,1,0,1,-0.1340528840520785,0.014733484004127669,Low,Sleeping Dog
1612-EOHDH,1,45.15,Month-to-month,DSL,1,0,1,-0.1340528840520785,0.059616092385889,Low,Sleeping Dog
6702-OHFWR,1,43.3,Month-to-month,DSL,1,3,1,0.1600162609513356,0.009704222448335938,Low,Sure Thing
5296-BFCYD,46,20.1,Two year,No,0,0,24,0.3107736621735916,0.3713271515118555,Medium,Persuadable
4510-PYUSH,38,57.15,Month-to-month,DSL,1,2,1,-0.0584288576731295,0.08653147543235445,Low,Sleeping Dog
9359-JANWS,65,58.9,Two year,DSL,0,3,24,-0.0298687920090758,0.01892929661509258,Low,Sleeping Dog
7517-SAWMO,19,73.2,Month-to-month,Fiber optic,1,1,1,-0.1504588367617573,0.5632787441119289,Medium,Lost Cause
4143-HHPMK,52,85.35,Month-to-month,Fiber optic,1,2,1,-0.1465796520889501,0.8345825176073233,High,Lost Cause
3279-DYZQM,71,19.45,Two year,No,0,0,24,0.3059406368399833,0.17716347752685557,Low,Sure Thing
7054-LGEQW,1,45.95,Month-to-month,DSL,1,0,1,-0.1340528840520785,0.24803294523918132,Low,Sleeping Dog
0523-VNGTF,52,50.5,Month-to-month,DSL,0,4,1,-0.0759290902641967,0.5498292680841129,Medium,Lost Cause
9575-IWCAZ,6,25.1,One year,No,0,0,12,0.2995482244176907,0.11567022556152634,Low,Sure Thing
7105-MXJLL,26,60.7,One year,DSL,0,2,12,-0.0327667894988193,0.10065449481676357,Low,Sleeping Dog
7064-FRRSW,48,99.0,One year,Fiber optic,0,3,12,-0.1717909745366271,0.7387038387195716,High,Lost Cause
7940-UQQUG,64,104.4,One year,Fiber optic,0,4,12,-0.1248481875054783,0.02984079561954627,Low,Sleeping Dog
0923-PNFUB,3,83.75,Month-to-month,Fiber optic,1,2,1,-0.1192152669414563,0.4127142434542874,Medium,Lost Cause
3961-SXAXY,1,44.05,Month-to-month,DSL,0,0,1,-0.1340528840520785,0.1308717850703546,Low,Sleeping Dog
7010-BRBUU,72,24.1,Two year,No,0,0,24,0.3087056166015536,0.5005355073727246,Medium,Persuadable
3566-HJGPK,1,45.55,Month-to-month,DSL,0,0,1,-0.1340528840520785,0.07498812919504301,Low,Sleeping Dog
3062-ICYZQ,51,93.8,Month-to-month,Fiber optic,0,3,1,-0.1444878533983221,0.4858789430467712,Medium,Lost Cause
9938-PRCVK,41,19.7,Two year,No,0,0,24,0.3107736621735916,0.14928809697865889,Low,Sure Thing
0973-KYVNF,72,70.65,Two year,DSL,0,4,24,-0.0470993202126823,0.831066817563518,High,Lost Cause
5129-HHMZC,43,86.45,Two year,DSL,0,5,24,-0.1314693835570173,0.7088927278563545,High,Lost Cause
9637-CDTKZ,72,114.1,Two year,Fiber optic,0,6,24,-0.2724145558571237,0.08996045730343116,Low,Sleeping Dog
3946-JEWRQ,47,95.2,One year,Fiber optic,0,2,12,-0.1368767362146653,0.42433623767715695,Medium,Lost Cause
7873-CVMAW,72,88.55,Two year,DSL,0,6,24,-0.068941026666363,0.2075477549192416,Low,Sleeping Dog
0463-WZZKO,3,20.75,Month-to-month,No,0,0,1,0.2934797071108728,0.0036316609893928356,Low,Sure Thing
3494-JCHRQ,1,70.05,Month-to-month,Fiber optic,1,0,1,-0.4219430731459002,0.2839932946858555,Low,Sleeping Dog
6474-FVJLC,2,86.0,Month-to-month,Fiber optic,1,1,1,0.1396222780061026,0.011090707594864024,Low,Sure Thing
4524-QCSSM,26,44.65,Month-to-month,DSL,0,3,1,-0.1015243042298903,0.0037774710522499645,Low,Sleeping Dog
5832-EXGTT,29,60.2,Month-to-month,DSL,0,2,1,-0.0327667894988193,0.07768048306686628,Low,Sleeping Dog
8840-DQLGN,35,100.5,Month-to-month,Fiber optic,1,4,1,-0.0102178902052046,0.048737843889882025,Low,Sleeping Dog
2039-JONDJ,27,55.45,One year,DSL,0,2,12,-0.0657294065981742,0.31060869700650984,Medium,Lost Cause
7217-JYHOQ,24,70.3,Month-to-month,DSL,0,4,1,-0.3944441322600867,0.6307733473267078,High,Lost Cause
6695-FRVEC,67,60.4,Two year,DSL,0,3,24,-0.0297304680122547,0.7866055576332681,High,Lost Cause
4547-LYTDD,16,72.65,Month-to-month,Fiber optic,1,0,1,-0.2190811330525258,0.004428535336352984,Low,Sleeping Dog
9894-QMIMJ,23,55.8,One year,DSL,0,2,12,-0.0632391619030618,0.03344906956581054,Low,Sleeping Dog
8069-YQQAJ,14,31.1,Month-to-month,DSL,0,1,1,-0.1149981836147657,0.4071403379908818,Medium,Lost Cause
6770-XUAGN,1,21.0,Month-to-month,No,1,0,1,0.2921349411193263,0.00817510769872603,Low,Sure Thing
4193-ORFCL,1,45.1,Month-to-month,DSL,1,0,1,-0.1340528840520785,0.14324224158235369,Low,Sleeping Dog
1636-NTNCO,4,50.95,Month-to-month,DSL,0,3,1,-0.0489910386404601,0.005275163957435461,Low,Sleeping Dog
3466-WAESX,16,69.1,Month-to-month,DSL,0,3,1,-0.1381599315318153,0.2597591922649376,Low,Sleeping Dog
9281-PKKZE,46,43.95,Month-to-month,DSL,0,2,1,-0.0177696291659087,0.5251993734027202,Medium,Lost Cause
3638-VBZTA,68,86.5,Two year,DSL,0,5,24,-0.0710328253569911,0.6083918562786365,High,Lost Cause
7459-IMVYU,38,69.95,Month-to-month,DSL,0,4,1,-0.1104691659835242,0.3921403192682685,Medium,Lost Cause
7776-QWNFX,30,50.4,Month-to-month,DSL,1,1,1,-0.0777843604360898,0.7272264727022163,High,Lost Cause
6689-TCZHQ,5,78.95,Month-to-month,Fiber optic,1,1,1,-0.1445596396750117,0.27424766891921176,Low,Sleeping Dog
8563-OYMQY,17,90.95,Month-to-month,Fiber optic,0,3,1,-0.1461505384888911,0.03116794198107588,Low,Sleeping Dog
0754-EEBDC,4,19.9,Two year,No,0,0,24,0.2794055859435885,0.12424007915969522,Low,Sure Thing
5777-ZPQNC,12,20.15,One year,No,0,0,12,0.2971134563466525,0.183716215068785,Low,Sure Thing
1951-IEYXM,72,90.6,Two year,DSL,0,6,24,-0.068941026666363,0.0035963182674494964,Low,Sleeping Dog
3318-NMQXL,3,92.0,Month-to-month,Fiber optic,0,2,1,0.0239380469780943,0.0031028654334300802,Low,Sure Thing
3143-ILDAL,56,94.45,Month-to-month,Fiber optic,1,3,1,-0.1444878533983221,0.008284506007325445,Low,Sleeping Dog
1022-RKXDR,41,24.85,One year,No,0,0,12,0.3248477833408759,0.2438029629807316,Low,Sure Thing
2361-FJWNO,40,36.0,One year,DSL,0,2,12,-0.0982252299922637,0.2173629812040494,Low,Sleeping Dog
2272-UOINI,7,78.5,Month-to-month,DSL,0,5,1,-0.188895097959676,0.17000961710907722,Low,Sleeping Dog
8232-UTFOZ,69,19.95,Two year,No,0,0,24,0.3059406368399833,0.011438897119843873,Low,Sure Thing
3750-YHRYO,7,20.65,One year,No,0,0,12,0.2995482244176907,0.0026458077236741827,Low,Sure Thing
6637-KYRCV,5,30.5,Month-to-month,DSL,0,1,1,-0.2680450701565244,0.6412376574119287,High,Lost Cause
5668-MEISB,72,106.1,Two year,Fiber optic,0,5,24,-0.1294532223786254,0.0056767036478206625,Low,Sleeping Dog
0129-QMPDR,44,20.5,One year,No,0,0,12,0.3248477833408759,0.03651265719195022,Low,Sure Thing
7188-CBBBA,65,95.5,One year,Fiber optic,0,3,12,-0.1403884410482239,0.24352479432229293,Low,Sleeping Dog
5356-CSVSQ,3,64.6,Month-to-month,DSL,0,2,1,-0.0578605334613123,0.005365444353042659,Low,Sleeping Dog
3221-CJMSG,24,51.1,Month-to-month,DSL,0,1,1,-0.0657294065981742,0.028438419450727042,Low,Sleeping Dog
4720-VSTSI,44,84.8,Month-to-month,Fiber optic,1,2,1,-0.1391934439699387,0.0051703160591308256,Low,Sleeping Dog
3219-JQRSL,72,89.1,Two year,DSL,0,6,24,-0.0769937985073515,0.7493698547438491,High,Lost Cause
2801-NISEI,24,54.95,Month-to-month,DSL,0,2,1,-0.0657294065981742,0.0423439529625646,Low,Sleeping Dog
3946-MHCZW,1,50.9,Month-to-month,DSL,1,1,1,0.0599551303353236,0.6792220000599122,High,Persuadable
4623-ZKHLY,22,20.45,Month-to-month,No,0,0,1,0.3046353383272485,0.9307132752666347,High,Persuadable
6732-VAILE,70,85.95,Two year,DSL,0,5,24,-0.0710328253569911,0.0012473763941825004,Low,Sleeping Dog
8201-AAXCB,25,60.35,Month-to-month,DSL,0,1,1,-0.0327667894988193,0.19840900021825858,Low,Sleeping Dog
7696-CFTAT,37,19.8,Two year,No,0,0,24,0.3107736621735916,0.00381286037169971,Low,Sure Thing
1845-CSBRZ,22,85.35,Month-to-month,Fiber optic,0,1,1,-0.1516818285706446,0.01394488439227942,Low,Sleeping Dog
2123-VSCOT,59,72.1,Two year,DSL,0,3,24,-0.1226461469446413,0.3076272950648214,Medium,Lost Cause
6651-AZVTJ,49,99.8,Month-to-month,Fiber optic,1,3,1,-0.1434727003399177,0.06658399599477648,Low,Sleeping Dog
4566-GOLUK,47,107.35,Month-to-month,Fiber optic,1,4,1,-0.1515391989152982,0.05377968193705764,Low,Sleeping Dog
2484-DGXPZ,31,19.55,Month-to-month,No,1,0,1,0.0564005966677734,0.05091877691204091,Low,Sure Thing
2018-QKYGT,1,81.05,Month-to-month,Fiber optic,0,1,1,-0.332014788873508,0.0632572377847566,Low,Sleeping Dog
2792-VPPET,3,20.5,Month-to-month,No,0,0,1,0.2934797071108728,0.14319790437456612,Low,Sure Thing
7409-JURKQ,53,111.8,One year,Fiber optic,0,5,12,-0.0491794222553867,0.30517371093031526,Medium,Lost Cause
3247-MHJKM,1,20.2,Month-to-month,No,0,0,1,0.278060819952042,0.019201984538342338,Low,Sure Thing
1964-SVLEA,20,19.7,One year,No,0,0,12,0.2905612171599642,0.7173564774024396,High,Persuadable
4587-NUKOX,3,79.1,Month-to-month,Fiber optic,1,2,1,-0.0623776027790588,0.6841741402053215,High,Lost Cause
7297-DVYGA,51,19.85,One year,No,0,0,12,0.2874015447877719,0.4748801193651659,Medium,Persuadable
2239-CGBUZ,51,60.5,One year,DSL,0,3,12,-0.0029273398403703,0.2905952462892466,Low,Sleeping Dog
0854-UYHZD,13,19.55,Two year,No,0,0,24,0.2940007085510896,0.18013802377773733,Low,Sure Thing
7243-LCGGZ,1,20.9,Month-to-month,No,0,0,1,0.2921349411193263,0.006416460542454265,Low,Sure Thing
8267-KFGYD,1,21.05,Month-to-month,No,0,0,1,0.2921349411193263,0.008876191414791283,Low,Sure Thing
4890-VMUAV,63,71.5,One year,DSL,0,4,12,-0.111047583246267,0.055584000721971165,Low,Sleeping Dog
9261-WDCAF,3,54.65,Month-to-month,DSL,0,1,1,-0.0489910386404601,0.07389983002898469,Low,Sleeping Dog
3764-MNMOI,46,19.2,Two year,No,0,0,24,0.3274518221114808,0.03261309396138291,Low,Sure Thing
7442-YGZFK,1,49.8,Month-to-month,DSL,0,0,1,0.0003955187389117,0.04862132641187922,Low,Sure Thing
0420-BWTPW,8,25.5,Month-to-month,DSL,1,0,1,0.2995482244176907,0.07975606172219768,Low,Sure Thing
8229-BUJHX,71,20.5,Two year,No,0,0,24,0.3200147580072676,0.0920309769352034,Low,Sure Thing
7449-HVPIV,55,90.4,Month-to-month,Fiber optic,0,2,1,-0.1444878533983221,0.4107922616400191,Medium,Lost Cause
5504-WSIUR,70,90.25,One year,Fiber optic,0,3,12,-0.068941026666363,0.0033748694878282526,Low,Sleeping Dog
8183-ONMXC,2,80.75,Month-to-month,Fiber optic,1,1,1,-0.0242949976125432,0.006710197605805288,Low,Sleeping Dog
8466-PZBLH,67,104.6,Two year,Fiber optic,0,4,24,-0.1248481875054783,0.7027088301165124,High,Lost Cause
9614-RMGHA,65,91.85,Month-to-month,Fiber optic,1,2,1,-0.1328892896999479,0.1232426108445071,Low,Sleeping Dog
8735-IJJEG,14,50.2,Month-to-month,DSL,0,1,1,-0.0496075958682099,0.6337211296426507,High,Lost Cause
0564-MUUQK,20,95.5,Month-to-month,Fiber optic,0,3,1,-0.1570891812282926,0.004859770613939014,Low,Sleeping Dog
5054-IEXZT,1,75.35,Month-to-month,Fiber optic,1,1,1,-0.7112487026152903,0.5545030877611542,Medium,Lost Cause
5834-ASPWA,1,75.45,Month-to-month,Fiber optic,1,0,1,-0.7112487026152903,0.3713951537625115,Medium,Lost Cause
0701-RFGFI,49,95.4,Month-to-month,Fiber optic,0,2,1,-0.1519870047465982,0.004807060306776797,Low,Sleeping Dog
0019-EFAEP,72,101.3,Two year,Fiber optic,0,4,24,-0.0912352460079429,0.7294709123895547,High,Lost Cause
5619-PTMIK,46,53.1,Month-to-month,DSL,0,1,1,-0.0207796884077924,0.03792557721640568,Low,Sleeping Dog
3737-XBQDD,24,84.85,Month-to-month,Fiber optic,0,2,1,-0.1841431621603205,0.15060592085793847,Low,Sleeping Dog
5882-CMAZQ,5,34.25,Month-to-month,DSL,0,2,1,-0.1264365802249314,0.02239110573191605,Low,Sleeping Dog
5846-QFDFI,33,88.6,Month-to-month,Fiber optic,0,3,1,-0.1293775848663892,0.1016907707459918,Low,Sleeping Dog
4445-KWOKW,42,60.15,One year,DSL,0,2,12,0.0121829286915625,0.011686301027923883,Low,Sure Thing
3511-APPBJ,23,99.95,One year,Fiber optic,0,4,12,-0.1485748768216122,0.714607077952267,High,Lost Cause
7967-HYCDE,8,70.7,Month-to-month,Fiber optic,0,0,1,-0.156218419364147,0.10844845473035936,Low,Sleeping Dog
2430-RRYUW,66,54.8,One year,DSL,0,2,12,-0.0353140707622275,0.015154565160985229,Low,Sleeping Dog
3948-XHGNA,24,49.55,Month-to-month,DSL,1,1,1,-0.0777843604360898,0.6260921700109222,High,Lost Cause
3723-BFBGR,24,54.8,Month-to-month,DSL,0,1,1,-0.0657294065981742,0.9496918107066521,High,Lost Cause
0565-IYCGT,69,78.6,One year,DSL,1,5,12,-0.0797759988082112,0.11916729201627402,Low,Sleeping Dog
5447-WZAFP,53,100.3,One year,Fiber optic,0,4,12,-0.1434727003399177,0.005588957419767393,Low,Sleeping Dog
5110-CHOPY,60,53.6,Two year,DSL,0,4,24,-0.0353140707622275,0.3712602708684671,Medium,Lost Cause
5445-UTODQ,7,81.1,Month-to-month,Fiber optic,1,1,1,-0.1844270962853715,0.08988234345971602,Low,Sleeping Dog
4425-OWHWB,20,19.35,One year,No,0,0,12,0.2905612171599642,0.2798166403459675,Low,Sure Thing
7892-QVYKW,23,85.6,Month-to-month,Fiber optic,0,1,1,-0.1516818285706446,0.0014499795949580467,Low,Sleeping Dog
9675-ICXCT,72,80.8,Two year,DSL,0,5,24,-0.0753079971339067,0.22492892532669206,Low,Sleeping Dog
1024-VRZHF,11,74.95,Month-to-month,Fiber optic,1,0,1,-0.188895097959676,0.03990706171677442,Low,Sleeping Dog
4703-MQYKT,21,19.6,Two year,No,0,0,24,0.2905612171599642,0.17738599616494166,Low,Sure Thing
9497-QCMMS,1,93.55,Month-to-month,Fiber optic,1,2,1,-0.2228773026061093,0.445809109736814,Medium,Lost Cause
5692-ICXLW,31,90.7,Month-to-month,Fiber optic,0,2,1,-0.1127618983361428,0.5216437029004601,Medium,Lost Cause
0602-DDUML,57,69.75,Two year,DSL,0,4,24,-0.1099575384156574,0.1264220075353231,Low,Sleeping Dog
2208-MPXIO,45,20.0,Two year,No,0,0,24,0.3107736621735916,0.4153591533160177,Medium,Persuadable
1960-UYCNN,10,95.25,Month-to-month,Fiber optic,0,3,1,-0.159019569140515,0.03930880408930593,Low,Sleeping Dog
0348-SDKOL,58,102.1,Month-to-month,Fiber optic,1,4,1,-0.1667820727399019,0.04476167504687901,Low,Sleeping Dog
3190-FZATL,14,19.95,Month-to-month,No,0,0,1,0.2940007085510896,0.3144147449706349,Medium,Persuadable
7336-RLLRH,27,80.85,One year,DSL,0,4,12,-0.1963161696241143,0.3733586693329129,Medium,Lost Cause
4373-MAVJG,14,90.9,Month-to-month,Fiber optic,1,2,1,-0.1461505384888911,0.01827347166442077,Low,Sleeping Dog
8901-HJXTF,12,29.2,Month-to-month,DSL,1,1,1,-0.1135063849000581,0.13468425417969043,Low,Sleeping Dog
7710-JSYOA,69,93.3,Two year,Fiber optic,0,3,24,-0.068941026666363,0.5162690315700876,Medium,Lost Cause
5419-KLXBN,25,89.15,Month-to-month,Fiber optic,1,3,1,-0.174327303056771,0.8487189463026849,High,Lost Cause
3424-NMNBO,58,108.85,One year,Fiber optic,1,5,12,-0.0353635706785073,0.4265548232796134,Medium,Lost Cause
9885-MFVSU,35,46.35,Two year,DSL,0,3,24,-0.0565745860395085,0.004052242549486558,Low,Sleeping Dog
4514-GFCFI,16,84.75,Month-to-month,Fiber optic,1,1,1,-0.1559663975924406,0.07607204008784686,Low,Sleeping Dog
0607-MVMGC,45,78.75,One year,DSL,0,4,12,-0.155834453108037,0.23119806399998036,Low,Sleeping Dog
3365-SAIGS,17,83.55,Month-to-month,Fiber optic,0,2,1,-0.2403628828187257,0.002217391553139231,Low,Sleeping Dog
9828-AOQLM,1,45.7,Month-to-month,DSL,1,0,1,-0.1340528840520785,0.18606311911019927,Low,Sleeping Dog
8022-BECSI,22,19.6,One year,No,0,0,12,0.2905612171599642,0.13902162977434937,Low,Sure Thing
8000-REIQB,1,69.95,Month-to-month,Fiber optic,1,0,1,-0.4028498447391783,0.213275975953768,Low,Sleeping Dog
9993-LHIEB,67,67.85,Two year,DSL,0,4,24,-0.0332657536572905,0.00736699686774053,Low,Sleeping Dog
0266-CLZKZ,67,105.65,Two year,Fiber optic,0,4,24,-0.1083259421588591,0.47989853064839294,Medium,Lost Cause
7615-ESMYF,2,44.6,Month-to-month,DSL,1,2,1,-0.0847859362721762,0.11457600977488032,Low,Sleeping Dog
3858-VOBET,23,74.95,Month-to-month,Fiber optic,1,0,1,-0.1760468981216644,0.541514975272859,Medium,Lost Cause
7020-OZKXZ,9,75.5,Month-to-month,Fiber optic,0,1,1,-0.188895097959676,0.7252822572893098,High,Lost Cause
3977-QCRSL,5,20.15,Month-to-month,No,0,0,1,0.2794055859435885,0.6171934258110529,High,Persuadable
0017-DINOC,54,45.2,Two year,DSL,0,3,24,-0.0716848545714414,0.20950301253775572,Low,Sleeping Dog
1447-PJGGA,57,95.25,Two year,Fiber optic,1,3,24,-0.1519870047465982,0.0030276545429795466,Low,Sleeping Dog
8565-CLBZW,24,89.85,Month-to-month,Fiber optic,1,2,1,-0.174327303056771,0.00434316965435618,Low,Sleeping Dog
9139-WQQDY,49,100.45,One year,Fiber optic,1,3,12,-0.1434727003399177,0.008457169203792796,Low,Sleeping Dog
0224-HJAPT,5,47.15,Month-to-month,DSL,1,0,1,-0.0847859362721762,0.0011136966942765652,Low,Sleeping Dog
8086-OVPWV,2,80.2,Month-to-month,Fiber optic,1,1,1,-0.0242949976125432,0.05688398295406655,Low,Sleeping Dog
9430-FRQOC,4,87.1,Month-to-month,Fiber optic,1,2,1,0.0238256376179386,0.08337467248681368,Low,Sure Thing
7639-OPLNG,70,79.25,Two year,DSL,0,5,24,-0.0797759988082112,0.013937204076937016,Low,Sleeping Dog
3074-GQWYX,5,75.9,Month-to-month,Fiber optic,1,0,1,-0.1445596396750117,0.003624137649429506,Low,Sleeping Dog
1492-QGCLU,53,85.7,Month-to-month,DSL,0,5,1,-0.1465796520889501,0.922240597987229,High,Lost Cause
6845-RGTYS,47,98.75,Month-to-month,Fiber optic,1,4,1,-0.1286965265181384,0.36734406755115434,Medium,Lost Cause
7328-OWMOM,31,20.1,One year,No,0,0,12,0.3593414561228375,0.3157436744177642,Medium,Persuadable
4418-LZMSV,13,61.8,Month-to-month,DSL,0,3,1,0.0244671745436915,0.6422750447455773,High,Persuadable
5155-AZQPB,28,49.9,Month-to-month,DSL,0,0,1,-0.0777843604360898,0.007186283763871371,Low,Sleeping Dog
8861-HGGKB,10,86.45,Month-to-month,Fiber optic,1,1,1,-0.153612216482867,0.0319707319400139,Low,Sleeping Dog
1087-GRUYI,38,20.4,Two year,No,0,0,24,0.3248477833408759,0.13497319674804584,Low,Sure Thing
7065-YUNRY,1,45.3,Month-to-month,DSL,1,0,1,-0.1340528840520785,0.5376454798327027,Medium,Lost Cause
7694-VLBWQ,67,104.1,One year,Fiber optic,1,4,12,-0.1248481875054783,0.012107750791397526,Low,Sleeping Dog
2546-KZAAT,52,75.4,One year,DSL,0,4,12,-0.1553228255401703,0.7564207674494406,High,Lost Cause
